序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
272,722,湖南发展,湖南发展集团股份有限公司,长沙市,天心区,2.44亿,7788.89万,379,1997-05-22,--,,水电,主营业务:水力发电综合开发经营以及医疗、养老业务的投资、建设及运营管理,水力发电综合开发经营以及医疗、养老业务的投资、建设及运营管理
273,723,美锦能源,山西美锦能源股份有限公司,太原市,清徐县,122.38亿,12.08亿,4644,1997-05-15,--,,焦炭,主营业务:煤炭、焦化、天然气、氢燃料电池汽车为主的新能源汽车等商品的生产销售。,煤炭、焦化、天然气、氢燃料电池汽车为主的新能源汽车等商品的生产销售。
274,725,京东方A,京东方科技集团股份有限公司,北京市,朝阳区,938.00亿,78.60亿,65017,2001-01-12,--,,显示器件,主营业务:显示器件业务、智慧系统产品业务、智慧健康服务业务,显示器件业务、智慧系统产品业务、智慧健康服务业务
275,726,鲁泰A,鲁泰纺织股份有限公司,淄博市,张店区,64.09亿,8.83亿,26413,2000-12-25,--,,棉纺,主营业务:生产销售中、高档衬衫用色织布面料、印染面料、成衣等产品。,生产销售中、高档衬衫用色织布面料、印染面料、成衣等产品。
276,727,*ST东科,南京华东电子信息科技股份有限公司,南京市,浦口区,59.95亿,6267.56万,4701,1997-05-20,--,,显示器件,主营业务:电子产品、平板显示器件及模块、石英晶体产品、电子线路产品、真空电子、照明器材及材料的生产、加工、销售、技术服务等,电子产品、平板显示器件及模块、石英晶体产品、电子线路产品、真空电子、照明器材及材料的生产、加工、销售、技术服务等
277,728,国元证券,国元证券股份有限公司,合肥市,蜀山区,35.11亿,12.14亿,3358,1997-06-16,--,,证券,主营业务:证券的代理买卖;证券自营买卖;证券承销;证券投资咨询;客户资产管理等,证券的代理买卖;证券自营买卖;证券承销;证券投资咨询;客户资产管理等
278,729,燕京啤酒,北京燕京啤酒股份有限公司,北京市,顺义区,111.96亿,1.73亿,30148,1997-07-16,--,,啤酒,主营业务:生产和销售啤酒,生产和销售啤酒
279,731,四川美丰,四川美丰化工股份有限公司,遂宁市,射洪县,25.28亿,1.48亿,2410,1997-06-17,--,,氮肥,主营业务:化学肥料、合成氨、尿素、三聚氰胺、塑料包装袋及PVC管材管件等制造、销售,化学肥料、合成氨、尿素、三聚氰胺、塑料包装袋及PVC管材管件等制造、销售
280,732,泰禾集团,泰禾集团股份有限公司,三明市,梅列区,243.31亿,23.33亿,11207,1997-07-04,--,,房地产开发,主营业务:房地产,房地产
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
281,733,振华科技,中国振华(集团)科技股份有限公司,贵阳市,乌当区,80.18亿,2.08亿,6665,1997-07-03,--,,电子元件,主营业务:一是以移动通信终端、电子电话机、通信天线等为主的专用整机板块；二是以片式电阻、电容、电感、半导体二三极管、集成电路等为主的高新电子板块；三是以高压真空灭弧室、手机／动力电池、电子材料等为主的集成电路与关键元器件板块；四是以进出口贸易、信息化服务等为主的现代电子商贸与园区服务板块。,一是以移动通信终端、电子电话机、通信天线等为主的专用整机板块；二是以片式电阻、电容、电感、半导体二三极管、集成电路等为主的高新电子板块；三是以高压真空灭弧室、手机／动力电池、电子材料等为主的集成电路与关键元器件板块；四是以进出口贸易、信息化服务等为主的现代电子商贸与园区服务板块。
282,735,罗牛山,罗牛山股份有限公司,海口市,美兰区,13.30亿,1.55亿,2229,1997-06-11,--,,畜牧养殖,"主营业务:畜牧养殖、农副水产品加工、饲料加工、种植,代收代缴水电费用","畜牧养殖、农副水产品加工、饲料加工、种植,代收代缴水电费用"
283,736,中交地产,中交地产股份有限公司,重庆市,江北区,62.61亿,7.56亿,1092,1997-04-25,--,,房地产开发,主营业务:房地产开发经营与销售业务。,房地产开发经营与销售业务。
284,737,ST南风,南风化工集团股份有限公司,运城市,盐湖区,18.73亿,-4.31亿,1859,1997-04-28,--,,日用化学品,主营业务:无机盐化工业务,无机盐化工业务
285,738,航发控制,中国航发动力控制股份有限公司,无锡市,滨湖区,25.53亿,2.17亿,7556,1997-06-26,--,,航空装备,主营业务:航空、航天发动机控制系统产品的研制、生产、销售、修理；汽车零部件、摩托车零部件生产、销售,航空、航天发动机控制系统产品的研制、生产、销售、修理；汽车零部件、摩托车零部件生产、销售
286,739,普洛药业,普洛药业股份有限公司,金华市,东阳市,55.52亿,2.57亿,5719,1997-05-09,--,,化学原料药,主营业务:原料药、制剂的研发、生产、销售业务,原料药、制剂的研发、生产、销售业务
287,750,国海证券,国海证券股份有限公司,桂林市,七星区,26.59亿,4.31亿,--,1997-07-09,--,,证券,主营业务:证券经纪、投资银行、证券自营、资产管理,证券经纪、投资银行、证券自营、资产管理
288,751,锌业股份,葫芦岛锌业股份有限公司,葫芦岛市,龙港区,67.00亿,2.16亿,6003,1997-06-26,--,,铅锌,主营业务:锌、铅、硫酸及综合利用产品的生产,锌、铅、硫酸及综合利用产品的生产
289,752,*ST西发,西藏银河科技发展股份有限公司,拉萨市,城关区,3.62亿,4475.95万,284,1997-06-25,--,,啤酒,主营业务:生产、销售啤酒、饮料,生产、销售啤酒、饮料
290,753,漳州发展,福建漳州发展股份有限公司,漳州市,芗城区,27.38亿,7853.96万,1900,1997-06-26,--,,汽车销售,主营业务:城市基础设施建设，涵盖水务、贸易和地产等业务体系。,城市基础设施建设，涵盖水务、贸易和地产等业务体系。
291,755,山西路桥,山西路桥股份有限公司,临汾市,洪洞县,33.25亿,2.90亿,413,1997-06-27,--,,其他化学原料,主营业务:高速公路管理与运营,高速公路管理与运营
292,756,新华制药,山东新华制药股份有限公司,淄博市,张店区,45.16亿,2.21亿,6399,1997-08-06,--,,化学原料药,主营业务:开发、制造和销售化学原料药、制剂及化工产品,开发、制造和销售化学原料药、制剂及化工产品
293,757,浩物股份,四川浩物机电股份有限公司,内江市,市中区,6.11亿,4709.52万,2233,1997-06-27,--,,汽车零部件,主营业务:从事汽车发动机曲轴的研发、制造与销售,从事汽车发动机曲轴的研发、制造与销售
294,758,中色股份,中国有色金属建设股份有限公司,北京市,丰台区,154.27亿,3.69亿,--,1997-04-16,--,,铅锌,主营业务:有色金属采选与冶炼、国际工程承包、装备制造和贸易。,有色金属采选与冶炼、国际工程承包、装备制造和贸易。
295,759,中百集团,中百控股集团股份有限公司,武汉市,硚口区,152.06亿,7613.67万,21278,1997-05-19,--,,超市,主营业务:商业零售,商业零售
296,760,*ST斯太,斯太尔动力股份有限公司,荆州市,公安县,1.51亿,-1.70亿,101,1997-06-27,--,,汽车零部件,主营业务:汽车零部件制造与销售,汽车零部件制造与销售
297,761,本钢板材,本钢板材股份有限公司,本溪市,平山区,405.08亿,16.09亿,17582,1998-01-15,--,,普钢,主营业务:钢板、钢坯和其他副产品的生产和销售,钢板、钢坯和其他副产品的生产和销售
298,762,西藏矿业,西藏矿业发展股份有限公司,拉萨市,城关区,6.68亿,8700.16万,919,1997-07-08,--,,其他稀有小金属,主营业务:铬铁矿、锂矿、铜矿、硼矿的开采、加工及销售和贸易业务。,铬铁矿、锂矿、铜矿、硼矿的开采、加工及销售和贸易业务。
299,766,通化金马,通化金马药业集团股份有限公司,通化市,二道江区,15.21亿,2.57亿,2116,1997-04-30,--,,中药生产,主营业务:从事栓剂、片剂、硬胶囊剂、颗粒剂、丸剂(浓缩丸、糊丸)、粉针剂、冻干粉针剂、小容量注射剂生产、合剂、糖浆剂、口服溶液剂生产与销售。,从事栓剂、片剂、硬胶囊剂、颗粒剂、丸剂(浓缩丸、糊丸)、粉针剂、冻干粉针剂、小容量注射剂生产、合剂、糖浆剂、口服溶液剂生产与销售。
300,767,漳泽电力,山西漳泽电力股份有限公司,太原市,小店区,95.20亿,-20.39亿,8157,1997-06-09,--,,火电,主营业务:电力生产和销售,电力生产和销售
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
301,768,中航飞机,中航飞机股份有限公司,西安市,阎良区,310.79亿,4.74亿,29223,1997-06-26,--,,航空装备,"主营业务:军民用大中型飞机整机及航空零部件等航空产品的研发、生产和销售,此外公司亦从事运输设备工业、建材工业相关产品及其他产品的生产和销售。","军民用大中型飞机整机及航空零部件等航空产品的研发、生产和销售,此外公司亦从事运输设备工业、建材工业相关产品及其他产品的生产和销售。"
302,776,广发证券,广发证券股份有限公司,广州市,黄埔区,216.39亿,90.83亿,11736,1997-06-11,--,,证券,主营业务:证券经纪;证券投资咨询;与证券交易、证券投资活动有关的财务顾问。,证券经纪;证券投资咨询;与证券交易、证券投资活动有关的财务顾问。
303,777,中核科技,中核苏阀科技实业股份有限公司,苏州市,常熟市,8.74亿,4003.37万,1143,1997-07-10,--,,基础件,主营业务:工业阀门的研发、设计、制造及销售,工业阀门的研发、设计、制造及销售
304,778,新兴铸管,新兴铸管股份有限公司,邯郸市,武安市,413.69亿,10.63亿,15991,1997-06-06,--,,普钢,主营业务:离心球墨铸铁管及配套管件、铸造制品、钢塑复合管、钢格板、特种钢管、钢铁冶炼及压延加工等。,离心球墨铸铁管及配套管件、铸造制品、钢塑复合管、钢格板、特种钢管、钢铁冶炼及压延加工等。
305,779,甘咨询,甘肃工程咨询集团股份有限公司,兰州市,皋兰县,19.15亿,2.77亿,3959,1997-05-28,--,,毛纺,主营业务:毛纺业务和工程咨询业务,毛纺业务和工程咨询业务
306,780,*ST平能,内蒙古平庄能源股份有限公司,赤峰市,元宝山区,28.08亿,4.84亿,7425,1997-06-06,--,,煤炭开采洗选,主营业务:煤炭生产、洗选加工、销售,煤炭生产、洗选加工、销售
307,782,美达股份,广东新会美达锦纶股份有限公司,江门市,新会区,35.59亿,3680.35万,2802,1997-06-19,--,,锦纶,主营业务:锦纶6切片、纺丝、织造、染整、服装加工,锦纶6切片、纺丝、织造、染整、服装加工
308,783,长江证券,长江证券股份有限公司,武汉市,江汉区,56.64亿,15.43亿,6064,1997-07-31,--,,证券,主营业务:证券代理买卖、证券自营、证券承销、受托资产管理等证券类业务。,证券代理买卖、证券自营、证券承销、受托资产管理等证券类业务。
309,785,居然之家,居然之家新零售集团股份有限公司,武汉市,武昌区,39.97亿,3.95亿,11899,1997-07-11,--,,百货,主营业务:从事零售业务，业态主要包含现代百货、购物中心以及超市和家居卖场业务、家居建材超市业务和家装业务。,从事零售业务，业态主要包含现代百货、购物中心以及超市和家居卖场业务、家居建材超市业务和家装业务。
310,786,北新建材,北新集团建材股份有限公司,北京市,海淀区,111.64亿,23.55亿,11527,1997-06-06,--,,其他建材,主营业务:为各类建筑和家庭客户提供石膏板墙体吊顶系统、矿棉板吊顶吸声系统、金邦板外墙屋面系统、内外墙环保涂料系统、岩棉防火保温系统、节能门窗系统、高效智能采暖系统、静音建筑管道系统等节能环保新型建材全套解决方案,为各类建筑和家庭客户提供石膏板墙体吊顶系统、矿棉板吊顶吸声系统、金邦板外墙屋面系统、内外墙环保涂料系统、岩棉防火保温系统、节能门窗系统、高效智能采暖系统、静音建筑管道系统等节能环保新型建材全套解决方案
311,788,北大医药,北大医药股份有限公司,重庆市,北碚区,21.46亿,3313.98万,805,1997-06-16,--,,生物医药,主营业务:研制开发、生产销售医药原料药及制剂产品,研制开发、生产销售医药原料药及制剂产品
